4.862464258630151970e-01,3.875449980099975877e-01,4.799139223638784757e-01,5.452488785170808150e-01,5.071926981303919169e-01,5.041430513145642722e-01,5.020215487723083125e-01,4.417432918516504547e-01,4.043473446587880771e-01,1.070535949584603824e-01,1.115726531699805651e-01,1.135852957241626354e-01,1.388134593001530415e-01,1.129264077817782458e-01,1.023903919856065659e-01,1.004663901035521417e-01,1.013231304901470453e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.622296502517636574e-01,4.628438014874842188e-01,5.172873703332443451e-01,5.147279412845687796e-01,4.667321749003991438e-01,6.508244866343243507e-01,5.590003615968233142e-01,5.182038481731804369e-01,4.915664864022056824e-01,7.268713884938013958e-01,7.626662952042918553e-01,6.850029863389733853e-01,6.727052352423039672e-01,4.102055510291972018e-01,4.169410314831992759e-01,5.154269501157251465e-01,7.825242142507909948e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.118483144913190452e-01,3.599234054177432585e-01,5.445068495452736190e-01,5.889821842639393346e-01,6.161173019714849541e-01,7.536711415698227334e-01,6.911673975655265867e-01,7.304867208126888389e-01,7.435682424053806638e-01,1.385743277473913682e-01,1.551661505017058462e-01,1.217220089849905401e-01,1.700045873270213115e-01,2.016358885746318275e-01,2.253878454740222137e-01,2.454162626935155189e-01,3.299927408280489693e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.476095663465367913e-01,5.254525133115299784e-01,5.656228471761161058e-01,6.121457308645489315e-01,4.817674017799645769e-01,5.313398413998177139e-01,5.448228536855403981e-01,5.072566694894348194e-01,4.955189435945264176e-01,7.234497755198548985e-01,7.668267644019388651e-01,7.249910156311241138e-01,6.833689216893747975e-01,4.842822603972820605e-01,4.825531157028464246e-01,5.998194288710856359e-01,8.248546687114388654e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.157273090680248862e-01,4.178040844310335067e-01,5.022960308126337425e-01,6.860696633901548491e-01,5.657069004324805084e-01,6.343025933384076609e-01,6.039210996220335526e-01,4.748921133027309560e-01,6.773818584334916348e-01,6.974567962499499396e-01,7.278454543322649961e-01,6.156314274675436238e-01,6.205048057411514106e-01,5.202685055443589945e-01,4.358385975555559289e-01,5.049421836633152250e-01,7.283981052804398004e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.274947229080267919e-01,6.356319424934545603e-01,6.186458615367979030e-01,7.198651560461003518e-01,7.002828192141424823e-01,5.042680457727576337e-01,5.679555244214964382e-01,6.768339641093257253e-01,7.797876718107347171e-01,7.208733884315902118e-01,7.788526325147017149e-01,8.089483255885212554e-01,7.865685950880819677e-01,8.125026983935609293e-01,8.829998720443942295e-01,7.065409300074180221e-01,3.649247537085312798e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.573673047124731994e-01,4.716220412882300983e-01,7.154951009833814268e-01,9.459528452473612292e-01,5.889386504556080038e-01,6.629554812475759729e-01,7.619080420073417459e-01,4.804942921798801558e-01,7.261522704617318080e-01,7.723822261019641644e-01,7.618215525676531596e-01,7.939639673988588831e-01,8.616483674212384036e-01,8.526563278764870413e-01,8.531813068374126674e-01,8.514659063767897607e-01,4.305416153439300952e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.567119483591238316e-01,5.062684013666624017e-01,6.736321321505504001e-01,7.086157144344220615e-01,6.788749991802067729e-01,3.557790775547678974e-01,6.815344349563116078e-01,5.633715816630239237e-01,7.952413330151509863e-01,6.257773998705848939e-01,6.547775846795987897e-01,6.557605751200301647e-01,6.617705050012469004e-01,7.528577652225462158e-01,7.599567009208008095e-01,5.980831574235022652e-01,4.396169048247721700e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.512604257430618881e-01,4.917970147328412089e-01,4.979526359211609021e-01,7.584000106943510344e-01,4.993575341759852737e-01,5.101603478162384242e-01,5.186473053912959985e-01,5.037137055459385282e-01,6.378473346278522582e-01,7.809829483004857575e-01,8.368282665837756262e-01,7.445882971635804370e-01,6.953395150470985664e-01,5.299525469990434834e-01,4.856909907983549823e-01,5.977040098895507469e-01,8.862269736983712232e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.421961349955387810e-01,4.871904054373096260e-01,5.861646888450360304e-01,5.364148648384697848e-01,4.436746687716304760e-01,7.691811142273059509e-01,6.005514416095929509e-01,5.245354763778524720e-01,5.778998155994563568e-01,6.840233645753733827e-01,7.303323768659817361e-01,6.817509748041579165e-01,6.093700119423640649e-01,4.942309429205195004e-01,4.513738579751520041e-01,5.944765631091167846e-01,7.381867171998870436e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
