6.674256751438883972e-01,6.302312408462249493e-01,4.247487735195483172e-01,6.944227316537480155e-01,7.025595951795207128e-01,6.036650089309429923e-01,6.514364661907263709e-01,8.284972435817228309e-01,8.705946992095721093e-01,1.330479520442083008e-01,1.518631556257883930e-01,1.105936292630824019e-01,1.616911322271988860e-01,2.072316844019005677e-01,2.419916794887772005e-01,2.764638376525710983e-01,3.284369377837552673e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.980141691685871619e-01,7.369566311208353149e-01,6.882830195959754871e-01,4.518561659674416586e-01,6.595894104534628655e-01,7.836583830632540826e-01,7.409435448358995258e-01,6.924701684568195237e-01,8.403314678016257089e-01,1.352104094872206286e-01,1.561168048653859552e-01,1.545822767470875214e-01,1.772583322396089622e-01,2.050233947694604930e-01,2.384803036908227925e-01,2.804057140488395161e-01,2.973264208433880618e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.011370188063200004e-01,4.632048190842376623e-01,4.094767960106063254e-01,5.171972190084545007e-01,5.396632807547924182e-01,4.898247058263511811e-01,4.793314442426857558e-01,5.249168378002342372e-01,5.239760234159442920e-01,1.080805791494589413e-01,1.120046717232180827e-01,1.127692399582271576e-01,1.409583667041746369e-01,1.109607701826683945e-01,1.020654848480543192e-01,1.024830295964128807e-01,1.058059473028518799e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.127557908818376031e-01,2.838904441590607286e-01,7.978748181034018838e-01,7.269261374104414308e-01,5.026166602793876725e-01,7.217459580888183623e-01,6.895386007377072302e-01,4.379769704126360574e-01,6.675837722978463784e-01,7.269429900365915742e-01,7.329993190010777315e-01,6.753486574451833535e-01,6.404472782017189836e-01,6.727258428273311663e-01,6.944226017723125199e-01,5.767221086769986904e-01,4.502919982685068545e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.916003691818314536e-01,6.840960157092548233e-01,6.866093526567630390e-01,5.009768686859360498e-01,4.279029031270917827e-01,6.920298584309184653e-01,7.549598106846741041e-01,4.543088151685383824e-01,6.433344978893715815e-01,8.208737909510858133e-01,8.315019439348672048e-01,7.095650234938324363e-01,6.976240674121196861e-01,6.994472330918121150e-01,7.585426530156892388e-01,5.974099091313451737e-01,3.989052729974793543e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.450291825001228663e-01,6.483245249837663593e-01,6.809118447356217185e-01,5.871360186460536923e-01,6.119099598739335955e-01,5.674704655206027626e-01,7.569558920395942359e-01,6.731400117777885939e-01,9.222842615053168380e-01,4.357185450826149831e-01,4.620047241708000740e-01,4.289426846512007230e-01,4.970729805960557024e-01,6.209630981403589933e-01,6.706193534166173809e-01,4.947736356322381401e-01,3.453028643864773373e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.836292738889576559e-01,4.231995622045576777e-01,4.815880668359162620e-01,4.766199496348466624e-01,4.110688920881124808e-01,5.002299976453538077e-01,4.585501569260935217e-01,4.141043011061127932e-01,3.981099233976349572e-01,1.148115142766257257e-01,1.164742861195024459e-01,1.163098866632138739e-01,1.395085928126102714e-01,1.126627237321091018e-01,1.001384227338535243e-01,1.031907156284203597e-01,1.045010014240611573e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.737075515345310350e-01,6.517853571086931197e-01,8.478082067720633663e-01,8.560799049111478265e-01,6.890004217801594111e-01,7.866187158539706958e-01,5.860661828013375985e-01,5.964317875989368911e-01,7.884001576902706088e-01,6.632967107220637537e-01,7.247280189461426936e-01,6.668101395842774837e-01,7.598997525220334559e-01,9.299552436926872279e-01,9.423009414931952099e-01,6.787420017324446997e-01,3.640551342818201808e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.853835442550960555e-01,4.757821591105033665e-01,5.226463218793793164e-01,5.062386784629517855e-01,6.471429851381450549e-01,5.424544456144846372e-01,5.317159222545281283e-01,5.148582228346587630e-01,5.903489090346721868e-01,6.974327537192943627e-01,7.350789568323458090e-01,6.545646183991545852e-01,6.406515586176912969e-01,4.318083818333128820e-01,4.448996939596248090e-01,5.567057039839372612e-01,8.154068660926893086e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.258228524864696274e-01,7.425966696997992056e-01,4.856362972568025738e-01,6.749018793065241217e-01,5.537042818201727279e-01,7.364805527638246252e-01,8.201089681087501138e-01,4.670542016506519789e-01,7.644638015394105146e-01,6.441045489938349577e-01,6.781498753772254862e-01,6.943345835633976115e-01,7.019381537202544763e-01,7.959009822015761237e-01,8.501948309039483176e-01,6.145522590790747364e-01,3.889463991646350260e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.206654721976561317e-01,5.396349752869443739e-01,4.631358075141703834e-01,5.567591834348418756e-01,5.925953869539570817e-01,4.961228339043542990e-01,4.924597460544922201e-01,6.513450122976734979e-01,5.889637917948933321e-01,6.361460343778289062e-01,6.799321896879448879e-01,6.179170569881468067e-01,6.005057866475780326e-01,4.790756795862711193e-01,4.213960711512350632e-01,5.775364011966933608e-01,8.130883021942495459e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.205990661983821655e-01,6.508871202505677189e-01,6.091252479222952765e-01,8.312082637767358451e-01,5.554087422021470877e-01,7.015004527634483011e-01,4.531134326942191093e-01,4.185867462692433039e-01,6.966026169318811911e-01,6.345578383140492162e-01,6.615612282086961171e-01,5.709918090532828394e-01,6.627144298177340964e-01,7.036026110310833470e-01,6.629870993929145584e-01,6.228176650481190846e-01,4.520177309760248230e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
